6.320000000000000097e-03,1.800000000000000000e+01,2.310000000000000053e+00,0.000000000000000000e+00,5.380000000000000338e-01,6.575000000000000178e+00,6.520000000000000284e+01,4.089999999999999858e+00,1.000000000000000000e+00,2.960000000000000000e+02,1.530000000000000071e+01,3.968999999999999773e+02,4.980000000000000426e+00,2.400000000000000000e+01
2.731000000000000094e-02,0.000000000000000000e+00,7.070000000000000284e+00,0.000000000000000000e+00,4.689999999999999725e-01,6.421000000000000263e+00,7.890000000000000568e+01,4.967100000000000293e+00,2.000000000000000000e+00,2.420000000000000000e+02,1.780000000000000071e+01,3.968999999999999773e+02,9.140000000000000568e+00,2.160000000000000142e+01
2.728999999999999829e-02,0.000000000000000000e+00,7.070000000000000284e+00,0.000000000000000000e+00,4.689999999999999725e-01,7.184999999999999609e+00,6.110000000000000142e+01,4.967100000000000293e+00,2.000000000000000000e+00,2.420000000000000000e+02,1.780000000000000071e+01,3.928299999999999841e+02,4.030000000000000249e+00,3.470000000000000284e+01
3.237000000000000294e-02,0.000000000000000000e+00,2.180000000000000160e+00,0.000000000000000000e+00,4.580000000000000182e-01,6.998000000000000220e+00,4.579999999999999716e+01,6.062199999999999811e+00,3.000000000000000000e+00,2.220000000000000000e+02,1.869999999999999929e+01,3.946299999999999955e+02,2.939999999999999947e+00,3.339999999999999858e+01
6.905000000000000027e-02,0.000000000000000000e+00,2.180000000000000160e+00,0.000000000000000000e+00,4.580000000000000182e-01,7.147000000000000242e+00,5.420000000000000284e+01,6.062199999999999811e+00,3.000000000000000000e+00,2.220000000000000000e+02,1.869999999999999929e+01,3.968999999999999773e+02,5.330000000000000071e+00,3.620000000000000284e+01
2.985000000000000153e-02,0.000000000000000000e+00,2.180000000000000160e+00,0.000000000000000000e+00,4.580000000000000182e-01,6.429999999999999716e+00,5.870000000000000284e+01,6.062199999999999811e+00,3.000000000000000000e+00,2.220000000000000000e+02,1.869999999999999929e+01,3.941200000000000045e+02,5.209999999999999964e+00,2.869999999999999929e+01
8.828999999999999349e-02,1.250000000000000000e+01,7.870000000000000107e+00,0.000000000000000000e+00,5.240000000000000213e-01,6.011999999999999567e+00,6.659999999999999432e+01,5.560500000000000220e+00,5.000000000000000000e+00,3.110000000000000000e+02,1.519999999999999929e+01,3.956000000000000227e+02,1.242999999999999972e+01,2.289999999999999858e+01
1.445500000000000118e-01,1.250000000000000000e+01,7.870000000000000107e+00,0.000000000000000000e+00,5.240000000000000213e-01,6.171999999999999709e+00,9.609999999999999432e+01,5.950499999999999901e+00,5.000000000000000000e+00,3.110000000000000000e+02,1.519999999999999929e+01,3.968999999999999773e+02,1.914999999999999858e+01,2.710000000000000142e+01
2.112400000000000111e-01,1.250000000000000000e+01,7.870000000000000107e+00,0.000000000000000000e+00,5.240000000000000213e-01,5.631000000000000227e+00,1.000000000000000000e+02,6.082099999999999618e+00,5.000000000000000000e+00,3.110000000000000000e+02,1.519999999999999929e+01,3.866299999999999955e+02,2.992999999999999972e+01,1.650000000000000000e+01
1.700399999999999967e-01,1.250000000000000000e+01,7.870000000000000107e+00,0.000000000000000000e+00,5.240000000000000213e-01,6.003999999999999559e+00,8.590000000000000568e+01,6.592100000000000293e+00,5.000000000000000000e+00,3.110000000000000000e+02,1.519999999999999929e+01,3.867099999999999795e+02,1.710000000000000142e+01,1.889999999999999858e+01
